Timestamp (raw),Age (raw),Gender (raw),Graduation Year (raw),Language Number (raw),Current Course (raw),First Course (raw),Background (raw),Reading Proficiency (raw),Writing Proficiency (raw),Listening Comprehension Proficiency (raw),Speaking Proficiency (raw),Overhear (raw),Overhear Year (raw),Overhear Year (clean),Overhear Location (raw),Overhear Amount (raw),Overhear Frequency (raw),Practice (raw),Practice Year (raw),Practice Year (clean),Practice Location (raw),Practice Amount (raw),Practice Frequency (raw),Apps (raw),Apps Year (raw),Apps Year (clean),Apps Frequency (raw),Apps Type (raw),Read (raw),Read Year (raw),Read Year (clean),Read Frequency (raw),Read Type (raw),Podcast (raw),Podcast Year (raw),Podcast Year (clean),Podcast Frequency (raw),Music (raw),Music Year (raw),Music Year (clean),Music Frequency (raw),Music Choice (raw),Television (raw),Television Year (raw),Television Year (clean),Television Frequency (raw),Television Subtitles (raw),Abroad (raw),Abroad Speaking (raw),Comments (raw)
3/3/2025 10:25:00,19,Woman,May 2028,second language,SPAN 103,,I took Spanish my entire life growing up from k-12.,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",No,,,,,,No,,,,,,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,No I have not.,,
3/3/2025 10:26:07,18,Man,May 2028,second language,SPAN 103,SPAN 103,High school Spanish ,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",No,,,,,,No,,,,,,Yes,On and off. Not consistently ,,Once a week,Duolingo ,No,,,,,No,,,,No,,,,,No,,,,,No,No,
3/3/2025 10:28:08,19,Man,May 2027,second language,SPAN 103,SPAN 103,"I took spanish through middle and high school because it was a required part of our curriculum. However, my mom is Croatian and my dad is from Texas so outside of school I never had a lot of exposure. ","Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",No,,,,,,No,,,,,,Yes,1 year ,1 year ,Once a day,Duolingo,No,,,,,No,,,,No,,,,,No,,,,,I have traveled to many spanish speaking countries through vacations with my family. I have likely made roughly 25 trips to spanish speaking countries with each trip residing around 1 week. ,"Yes, a few words when I needed to",
3/3/2025 10:28:15,19,Woman,May 2027,third language,SPAN 103,SPAN 103,I used to use Duolingo for few weeks,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",No,,,,,,No,,,,,,Yes,1,1,Less than once a week,Duolingo ,No,,,,,No,,,,Yes,1,1,Once a week,I turn on the music,No,,,,,I traveled to Spain for 2 weeks when I was 13 years old,No,
3/3/2025 10:28:26,29,Man,December 2026,second language,SPAN 103 ,SPAN 103 ,Duolingo for 1 year ,"Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,1,1,Girlfriend/her parents casa,Most conversations,Weekly,Yes,0.6,0.6,"Home, Girlfriends/her parents house",A few conversations,Once a day,Yes,1,1,Once a day,Anki/quizlet ,No,N/a,,Once a week,Anki/quizlet,,0,,Less than once a week,No,0,,Less than once a week,,No,,,Less than once a week,"Non-spanish audio, Spanish subtitles",,No,
3/3/2025 10:29:37,19,Man,May 2028,second language,SPAN 103,SPAN 103,"Since middle school I have taken 6 Spanish classes, each of them were required of me to take. I kept my Spanish studies to the classroom. ","Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,19,19,"School, Out in public ",A few conversations,Daily,No,0,,N/A,A few words,Less than once a week,No,0,,Less than once a week,N/a,No,0,,Less than once a week,"Easy chapter books, Graphic novels/comic books, Nonfiction books, Magazines",No,0,,Less than once a week,Yes,5,5,Once a week,I turn on the music,No,0,,Less than once a week,"Spanish audio, Non-spanish subtitles",N/a,No,
3/3/2025 10:29:59,24,Man,December 2025,second language,Span 103,Span 103,3 years in high school,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,20,20,,A few words,Monthly,Yes,0.2,0.2,"Home, Work, Tutoring",A few words,Once a week,Yes,0.2,0.2,Once a week,Dualingo,No,,,,,No,,,,Yes,7,7,Once a day,I turn on the music,No,,,,,Costa Rica 2 weeks,No,No
3/3/2025 10:31:48,22,Woman,May 2025,second language,SPAN 103,SPAN 103,My mother’s side of the family are Mexican. My grandmother is from Mexico and became a US citizen at a young age and had all her three children here. My mom speaks fluent Spanish and English and tried to teach it to me as my first language while my father tried to teach me English but ultimately chose to stick with English. As I grew older my mom and being around family exposed me to fluent Spanish conversations and my mom did her best to incorporate Spanish into our conversations through phrases words definitions while I got older and even today. S,Fluent: you can read Spanish without translating in your head first.,"Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Advanced: you can carry out more complex conversations with a native speaker, you can understand them about past, present, and future events.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,All 22 years of my life ,All 22 years of my life ,"Home, School, Work",Most conversations,Weekly,Yes,All 22 years of my life with my mom and now my husband who is also taking Spanish at his university ,All 22 years of my life with my mom and now my husband who is also taking Spanish at his university ,"Home, Work",Most conversations,More than once a day,No,,,Less than once a week,The only I know of is Duolingo ,Yes,22 years ( all my texts and cards from my grandma) ,22 years ( all my texts and cards from my grandma) ,Once a week,"Easy chapter books, Websites",No,,,Less than once a week,Yes,All my life ,_AGE_,More than once a day,I turn on the music,Yes,All my life  ,_AGE_,Less than once a week,"Spanish audio, Non-spanish subtitles",Yes I have ! I’ve gone to Cabo for my honeymoon where I got to speak Spanish to everyone I encountered that was local. Also every time I go visit my grandmother I speak Spanish with her because she doesn’t speak much English ,"Yes, completely, even to those I was traveling/living with",
3/4/2025 10:42:54,18,Woman,May 2028,second language,SPAN 300,SPAN 202,"AP spanish in highschool, my ex bf was from el salvador, my mom speaks it but she learned it in school, i’ve spoken it while travelling ","Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can understand them about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can talk about past, present, and future events.",Yes,5,5,"School, Work",A few conversations,Weekly,Yes,2,2,"Home, School, Work",A few conversations,Once a week,Yes,1,1,Less than once a week,LingQ,Yes,3,3,Less than once a week,"Scholarly Articles, social media",No,,,,Yes,4,4,Once a week,I turn on the music,Yes,1,1,Less than once a week,"Spanish audio, Spanish subtitles",i’ve taken a few trips that were a week long at age 8 15 17 and 18,"Yes, some of the time/to some people",i spoke spanish to every native just not ppl i was traveling with cuz they don’t
3/4/2025 10:45:13,19,Woman,May 2027,second language,SPAN 300,SPAN 202,my mom’s first language is spanish and dad speaks it so it was definitely in my life growing up but i learned it in a classroom for sure i just have more tools to practice.,"Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can understand them about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can talk about past, present, and future events.",Yes,entire life (19 years),entire life (19 years),"Home, School, Work",A few conversations,Weekly,Yes,2,2,"Home, Work",A few conversations,Once a day,No,,,,,No,,,,,Yes,3,3,Less than once a week,Yes,3,3,More than once a day,I turn on the music,Yes,4,4,Less than once a week,"Spanish audio, Non-spanish subtitles","I have travelled to Puerto Rico 4 times as that is where my family is from, but only practiced spanish most recently for a week long trip. i also went to barcelona for a week and practice spanish the whole time.","Yes, some of the time/to some people",
3/4/2025 10:51:29,21,,May 2026,second language,SPAN 300,SPAN 201,High school level spanish,"Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,3.5,3.5,"School, Work",A few conversations,Weekly,Yes,0.5,0.5,"Home, Work",A few conversations,Once a week,No,,,,,No,,,,,No,,,,Yes,2 years,2 years,Less than once a week,Someone else turns on the music,No,,,,,"I studied abroad in Madrid. Lived there for 4 months, aged 20","Yes, completely, even to those I was traveling/living with",N/A
3/4/2025 14:22:49,22,Woman,May 2025,second language,SPAN 442,SPAN 202,I took Spanish from middle school to high school (7th-12th grade). ,"Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can understand them about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can talk about past, present, and future events.",Yes,4,4,"School, Work",A few conversations,Weekly,No,N/A,N/A,Tutoring,A few conversations,Less than once a week,Yes,8,8,Once a week,Duolingo,Yes,4,4,Less than once a week,"Magazines, Newspapers, Websites, Poetry",Yes,4,4,Less than once a week,Yes,9,9,Once a day,Someone else turns on the music,Yes,4,4,Less than once a week,"Spanish audio, Spanish subtitles","I traveled/lived in Madrid, Spain to study abroad. I was there in 2024 from Jan-May (about 5 months). I was 21 years old.

I traveled to Mexico and was there for a week for vacation. I was around 13 years old.

I traveled to Costa Rica and was there for a week for vacation. I was around 12 years old.

I traveled to the Dominican Republic for a service trip and was there for a week. I was 17 years old.","Yes, completely, even to those I was traveling/living with",Hope my answers are helpful! Muchas gracias :)
3/5/2025 14:20:30,18,Woman,May 2027,second language,Span 301,Span 202,"Took spanish for 7 years in middle and high school, planning to minor in it","Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can understand them about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can talk about past, present, and future events.",Yes,0.5,0.5,"School, my dorm",A few conversations,Weekly,No,,,,,,No,,,,,No,,,,,No,,,,Yes,3,3,Once a week,I turn on the music,Yes,3,3,Once a week,"Spanish audio, Spanish subtitles",no,,
